@relation TEST_ITEM_TRANS
@attribute F1 numeric
@attribute F2 numeric
@attribute F3 numeric
@attribute F4 numeric
@attribute F5 numeric
@attribute F6 numeric
@attribute F7 numeric
@attribute F8 numeric
@attribute Class {0,1}

@data
53.5,72.1,15.2,29.5,76.1,82.2,71.1,78.5,1
76.9,0.0,54.7,23.6,44.9,20.4,7.5,47.5,0
29.6,94.6,58.1,45.3,84.8,37.1,14.9,44.2,1
93.3,82.0,8.1,72.9,39.5,15.1,99.3,47.5,1
45.6,22.7,36.5,34.4,37.9,63.6,34.2,58.4,1
58.3,82.2,13.1,37.7,4.5,42.9,55.3,0.4,1
5.9,74.2,2.2,18.1,34.5,13.7,69.7,7.0,1
72.2,61.7,16.8,49.6,88.2,11.8,39.2,83.8,1
46.3,73.2,70.8,97.2,41.6,7.7,83.0,23.6,1
22.4,97.6,11.0,24.7,34.7,6.4,45.6,55.1,0
70.6,80.8,80.3,78.6,15.0,76.7,77.8,43.4,1
34.8,31.8,73.0,88.1,52.4,62.3,51.1,15.2,1
94.1,75.5,42.4,83.6,34.3,66.8,65.5,72.4,1
3.5,71.7,74.3,8.6,39.6,10.5,94.9,76.9,0
96.5,65.3,72.7,8.8,89.3,60.3,94.0,68.6,0
93.4,74.5,27.0,66.1,10.8,73.3,38.7,15.8,1
6.5,41.7,50.9,60.5,31.6,56.9,30.9,66.0,1
53.7,39.8,27.7,34.4,72.9,36.9,18.2,56.6,1
8.9,51.4,89.0,94.2,80.0,17.1,83.9,20.2,0
63.6,12.8,89.6,75.7,41.2,6.3,20.4,39.3,0
44.5,1.0,77.8,87.6,60.3,47.4,21.0,21.6,1
16.3,94.0,27.8,12.9,56.2,38.2,5.2,68.0,1
90.0,73.7,42.3,66.5,19.7,66.2,87.2,31.6,1
53.5,89.9,33.2,95.4,59.3,82.7,75.1,64.0,1
48.2,76.9,2.3,16.4,72.7,50.5,27.4,45.8,1
15.6,13.2,77.4,83.8,40.9,85.5,91.5,1.5,1
70.3,92.5,38.0,14.5,70.0,74.8,21.1,97.6,1
12.9,92.3,80.5,59.5,69.1,87.7,59.1,15.7,1
58.5,61.5,74.0,47.1,78.0,11.3,59.9,12.4,0
39.1,14.4,61.8,99.8,49.9,62.5,37.1,24.6,1
75.5,14.5,67.2,6.6,32.1,5.3,56.1,50.9,0
96.3,48.7,25.9,89.7,95.1,98.5,53.3,62.0,1
17.4,88.4,3.6,94.8,68.9,10.6,62.4,4.4,1
20.3,80.5,37.5,59.6,13.5,10.6,69.6,88.3,0
41.8,28.4,1.8,97.5,95.9,67.8,22.8,97.5,1
41.1,86.3,80.5,52.8,35.5,87.4,81.6,46.9,1
82.8,2.5,29.1,2.3,8.5,84.1,84.4,36.2,0
42.3,71.8,93.0,54.3,99.1,75.7,99.2,1.0,1
15.9,9.9,75.6,18.5,0.1,1.0,98.3,2.2,0
52.5,11.7,89.3,22.6,92.1,1.8,48.7,89.5,0
70.6,65.7,97.0,77.1,79.8,22.4,48.2,28.2,1
33.0,97.7,52.6,19.6,55.2,45.6,41.8,56.7,1
91.5,44.8,30.5,9.1,94.7,49.3,27.8,43.5,1
58.4,14.1,16.6,2.7,42.8,36.6,82.3,80.0,0
3.0,3.4,74.8,42.5,90.4,14.5,46.7,53.5,0
0.3,89.8,81.8,94.8,74.3,27.3,14.2,38.4,1
92.4,82.4,25.0,87.2,86.3,96.7,33.4,62.9,1
35.4,59.0,31.9,35.8,74.4,99.2,49.9,59.7,1
79.0,71.8,92.1,50.8,39.6,89.9,77.0,92.4,1
58.5,95.9,18.5,23.8,97.9,20.6,46.4,82.4,0
73.7,43.8,89.7,4.2,63.9,2.9,12.8,21.2,0
91.8,88.5,20.8,19.2,82.0,93.6,2.9,0.9,1
33.9,23.7,94.1,2.6,25.2,58.9,70.0,73.2,0
8.4,35.8,82.8,93.3,95.5,29.5,61.9,71.3,0
95.1,64.2,54.7,50.0,3.3,35.5,64.3,20.8,1
87.3,81.2,93.6,81.4,21.5,61.7,41.7,80.5,1
90.2,10.1,28.3,26.8,54.0,56.0,0.6,30.7,1
95.3,42.3,65.4,45.2,37.1,87.2,65.7,96.7,1
65.9,63.0,12.2,17.6,68.8,60.7,85.9,88.7,0
56.4,24.6,96.8,65.5,52.3,62.7,57.6,52.0,1
77.1,98.3,2.3,91.4,5.7,27.2,40.7,49.1,1
84.3,97.4,93.1,98.5,43.7,74.6,88.3,64.9,1
47.0,72.1,54.3,66.8,10.8,25.2,16.2,96.9,1
77.5,55.7,37.2,5.8,91.6,42.9,59.3,35.0,0
22.8,68.9,97.8,3.0,72.4,59.4,71.7,88.3,0
52.1,62.7,65.3,20.4,83.9,52.7,93.3,91.8,0
27.7,41.5,91.5,11.6,74.0,33.2,72.9,31.6,0
25.1,97.2,35.7,97.8,22.3,15.4,40.9,20.6,1
25.0,54.6,97.2,15.1,68.9,21.9,14.3,18.8,0
1.2,26.8,20.0,5.2,84.6,75.1,1.4,62.9,1
75.8,5.3,86.8,59.2,60.3,82.1,70.2,25.9,1
18.7,36.1,67.8,14.7,0.1,67.8,64.9,30.7,0
50.5,94.6,39.9,16.6,22.6,71.6,55.0,47.7,1
39.3,26.9,53.9,27.0,44.6,17.2,99.0,98.8,0
46.1,38.0,31.8,38.8,57.5,78.1,58.3,38.7,1
21.2,66.2,14.2,70.2,22.5,94.2,14.8,96.5,1
47.9,93.1,44.3,53.3,24.7,17.3,54.6,0.3,1
38.9,82.2,17.1,80.0,0.0,5.6,4.0,30.1,1
94.8,91.4,21.2,24.3,80.9,50.7,60.5,90.1,1
54.2,43.3,98.0,75.6,45.4,7.5,57.8,36.9,0
66.0,78.2,69.6,81.9,36.4,94.8,88.4,28.5,1
11.6,30.1,48.2,54.1,41.3,85.2,62.7,12.7,1
65.5,91.7,33.2,0.5,13.3,84.6,10.2,38.7,1
64.0,47.0,83.1,73.1,41.6,63.4,71.0,87.9,1
58.5,34.4,50.1,17.9,54.0,42.2,19.9,91.9,0
28.7,93.7,69.6,40.2,54.9,80.6,87.5,65.1,1
78.8,40.5,85.5,97.3,93.7,93.0,17.7,82.4,1
41.9,25.2,6.5,40.5,12.6,29.5,80.5,26.6,1
54.0,27.0,13.5,7.1,58.3,35.1,42.4,13.9,1
25.2,67.1,31.1,37.1,60.8,83.0,90.0,45.1,1
30.2,98.9,39.3,8.7,19.8,41.0,14.5,11.3,1
82.2,99.2,36.0,71.5,33.5,65.9,34.3,2.2,1
7.2,23.9,85.9,20.2,10.6,72.5,16.5,38.6,1
42.8,37.7,28.7,70.6,23.5,80.3,68.1,75.0,1
89.2,49.4,92.9,82.8,75.7,60.4,92.5,75.9,0
84.0,82.5,83.6,67.4,69.1,21.2,64.1,97.1,0
7.8,23.0,99.6,46.5,10.1,51.5,26.8,77.3,0
30.2,47.8,21.6,48.1,77.7,94.1,57.7,47.1,1
34.7,51.5,87.3,89.8,14.1,87.9,93.1,88.4,1
17.6,50.7,49.8,76.6,29.8,96.3,7.3,96.4,1
72.0,99.3,56.6,99.7,38.0,29.2,77.7,34.4,1
13.2,90.7,74.7,32.2,36.9,51.7,54.2,28.0,1
97.1,33.7,54.3,49.1,51.4,94.1,66.6,40.0,1
59.9,62.3,67.1,14.6,12.8,80.9,53.7,48.7,1
22.4,13.5,0.7,46.5,54.2,47.3,91.5,94.0,0
86.5,35.0,36.3,98.4,90.7,96.4,69.0,1.1,1
5.7,69.6,51.7,16.4,11.2,68.5,76.9,7.7,1
69.1,87.8,21.3,52.7,70.3,15.8,38.4,95.7,1
21.6,52.0,41.4,19.5,75.5,22.2,12.0,65.2,0
81.6,90.6,95.8,8.8,92.2,19.3,29.5,49.3,0
57.8,64.1,14.1,66.2,36.6,75.7,97.8,39.7,1
57.4,21.0,47.0,96.1,5.1,78.1,40.5,17.4,1
65.4,36.8,92.9,57.4,95.4,73.4,66.5,22.8,1
21.3,23.4,86.7,14.7,19.8,85.0,45.7,71.6,0
4.0,17.2,90.8,29.5,54.0,11.0,50.8,84.1,0
79.2,75.3,7.3,17.7,55.7,2.8,25.4,10.3,1
42.0,63.9,32.5,64.1,51.7,29.7,32.6,98.2,1
32.8,53.9,64.3,46.7,61.1,2.9,38.2,68.6,0
32.6,36.6,63.1,73.0,50.5,85.0,62.1,94.0,1
35.4,33.9,70.1,39.5,89.2,84.4,32.3,71.8,1
28.9,4.3,24.4,96.6,79.4,72.4,5.1,24.3,1
81.5,96.8,11.9,11.0,14.9,32.9,12.7,70.0,1
63.5,5.4,7.7,66.4,70.8,76.5,19.6,15.3,1
95.7,3.6,4.1,31.8,37.5,54.0,68.1,66.8,1
51.9,15.9,43.6,84.2,96.5,35.2,44.4,72.2,1
78.8,36.3,5.5,37.0,56.5,66.2,47.5,24.1,1
80.8,47.9,87.3,84.0,53.4,62.6,41.0,85.3,1
75.8,58.1,40.4,97.5,80.1,85.1,92.3,22.3,1
71.8,49.4,56.8,65.5,40.9,91.3,97.7,54.4,1
13.0,20.5,37.1,28.5,30.3,31.7,42.8,91.7,0
63.3,21.8,45.6,90.0,73.5,64.4,39.7,45.0,1
82.8,95.4,12.7,1.1,81.0,38.7,16.9,85.0,1
92.5,6.3,6.1,96.5,85.4,63.4,27.2,15.3,1
19.4,37.8,84.4,64.4,26.3,68.0,22.7,7.7,1
65.8,74.3,59.8,44.5,86.5,55.4,29.3,71.2,1
3.9,0.0,80.9,54.2,6.1,49.9,53.1,96.9,0
23.2,59.6,63.8,9.4,14.3,92.4,35.6,14.1,1
2.8,24.2,84.6,69.7,24.2,95.1,9.7,64.0,1
65.2,41.6,4.8,8.2,21.9,50.9,2.5,16.3,1
82.2,72.4,64.7,14.3,18.6,35.4,60.0,38.5,0
65.6,30.3,96.5,77.7,32.2,16.2,64.8,76.8,0
62.5,74.4,86.6,20.4,67.1,64.2,83.1,21.7,0
87.8,69.8,84.4,20.5,88.4,38.8,78.5,88.2,0
88.3,39.1,53.0,5.9,38.7,68.1,17.6,70.5,1
75.4,83.5,4.2,96.4,77.2,85.3,22.3,68.1,1
24.0,19.4,15.2,37.5,90.5,84.2,48.7,7.3,1
88.8,79.2,10.8,31.2,5.2,61.7,31.4,97.4,1
4.7,40.5,54.5,69.5,65.8,84.8,71.3,85.6,1
47.1,52.9,97.7,31.1,34.6,95.5,95.1,0.1,1
7.8,31.7,13.3,24.6,46.5,25.2,82.2,18.4,0
92.6,82.3,12.8,22.2,54.4,13.2,71.9,47.4,0
5.5,46.4,84.2,82.2,81.4,63.4,33.4,11.1,1
35.7,88.4,19.9,76.5,92.8,62.0,8.0,78.4,1
89.7,72.4,43.4,37.9,45.7,77.5,61.9,57.8,1
84.0,93.8,63.0,33.7,74.3,85.0,88.9,66.8,1
37.4,19.4,35.4,17.1,49.8,23.3,39.7,63.0,0
10.0,94.6,54.3,36.8,31.8,37.9,38.0,45.3,1
36.2,39.5,65.8,73.4,24.4,81.3,77.2,0.0,1
25.7,25.0,78.9,48.7,28.9,87.8,29.2,84.7,1
61.4,50.5,76.7,13.3,68.1,94.7,96.5,17.4,0
6.6,65.1,1.7,37.2,45.4,87.8,0.6,78.2,1
87.6,90.9,72.8,38.8,49.8,58.4,9.2,22.0,1
75.5,45.2,67.6,65.7,75.9,83.7,79.2,1.5,1
41.0,11.4,5.4,1.9,62.0,70.3,53.8,26.2,1
42.1,98.2,53.4,23.1,97.1,89.7,70.6,32.3,1
62.5,57.3,71.3,64.9,8.1,58.6,48.7,22.0,1
22.3,76.3,76.1,59.0,48.6,30.1,5.4,10.1,1
67.8,89.5,53.4,3.2,53.0,3.7,18.9,94.1,0
47.7,61.1,18.3,75.5,31.4,64.7,40.5,18.3,1
88.0,27.4,77.7,79.3,20.2,85.5,98.1,61.8,1
98.8,85.7,2.6,32.1,22.5,86.2,48.8,71.1,1
89.2,6.1,73.5,61.4,16.4,2.2,99.6,27.9,0
79.7,4.5,59.9,26.2,13.5,71.6,96.9,12.3,0
8.6,22.7,92.4,75.0,59.6,90.9,95.1,48.8,0
54.6,85.2,84.4,53.9,86.3,96.9,40.5,0.3,1
3.5,33.0,92.7,17.2,0.0,12.9,31.4,88.7,0
94.6,48.6,18.2,76.1,43.5,27.1,5.7,52.7,1
56.9,36.7,89.9,49.1,3.1,43.5,52.3,76.2,0
64.3,47.3,56.9,68.4,88.7,82.9,34.3,52.2,1
45.6,1.7,55.8,71.5,15.1,85.6,89.3,38.6,1
3.3,92.9,75.2,46.2,19.2,33.6,42.7,80.6,0
59.5,11.4,52.7,62.0,42.8,56.2,61.9,52.1,1
92.6,15.9,58.1,47.1,19.3,81.7,75.4,6.2,1
24.7,0.7,66.7,49.8,4.9,32.7,27.1,91.3,0
37.2,6.8,86.7,25.9,18.1,24.4,44.9,37.8,0
92.4,51.7,98.9,8.9,5.0,67.9,98.8,9.7,0
77.3,7.2,57.9,21.9,59.4,24.0,49.3,15.3,0
20.3,37.2,86.9,87.0,5.9,41.6,27.3,48.0,1
70.3,94.9,46.3,47.5,26.7,52.3,78.5,61.5,1
37.9,47.0,32.3,8.6,1.7,21.6,83.4,99.3,0
60.7,22.7,75.9,2.2,89.0,12.2,35.7,13.3,0
67.1,16.6,7.3,86.5,62.3,19.0,97.3,76.5,0
40.3,29.6,60.8,65.4,66.3,49.2,69.8,67.2,0
94.7,1.4,67.1,74.0,85.0,11.5,87.2,97.5,0
97.7,28.7,16.0,84.2,46.8,66.6,24.8,96.8,1
68.0,41.5,21.1,21.4,96.7,5.9,73.4,64.2,0
55.3,4.1,22.4,49.0,71.7,52.4,2.4,24.7,1
75.3,64.4,90.6,95.9,23.2,32.1,84.8,17.5,1
34.2,49.9,17.8,32.5,35.4,10.6,98.0,55.1,0
45.9,88.7,88.0,22.0,63.9,49.8,6.4,92.1,0
17.1,70.1,25.1,56.3,75.5,0.8,20.6,38.4,1
97.4,88.8,69.0,11.0,29.0,47.6,98.6,79.0,0
88.4,1.7,52.6,4.7,28.9,64.9,42.1,65.6,0
71.8,33.5,40.0,16.3,58.0,33.1,51.7,67.3,0
79.1,68.8,71.5,7.1,66.1,8.2,25.8,27.8,0
15.5,96.5,75.2,6.4,98.0,72.5,49.8,36.4,1
97.2,57.8,16.7,13.8,71.2,7.7,72.6,56.9,0
88.8,3.2,10.0,55.4,34.8,12.7,3.9,28.0,1
52.9,77.5,75.8,64.6,84.4,1.9,50.5,83.2,0
28.1,85.5,73.8,62.7,30.7,2.1,13.5,21.6,1
93.3,10.9,48.7,78.1,2.8,64.7,60.2,90.2,1
51.6,29.0,45.4,3.7,2.7,57.8,30.5,42.1,1
24.0,33.7,86.8,31.6,6.5,41.3,72.5,36.7,0
18.5,37.7,75.4,27.7,60.2,99.1,22.9,18.9,1
57.3,21.9,58.0,82.0,45.9,17.5,51.5,82.3,0
51.6,3.0,44.1,20.5,23.6,76.8,1.6,9.0,1
50.8,25.4,29.6,31.9,1.9,98.2,67.1,18.7,1
23.7,4.4,4.0,79.6,24.2,44.0,60.3,70.9,1
18.3,72.6,41.9,36.6,20.5,5.7,90.6,39.5,0
83.9,63.9,54.8,58.4,25.6,61.0,55.8,45.8,1
12.3,51.3,34.7,31.8,95.4,25.7,32.4,86.6,0
95.0,58.6,46.8,47.8,26.4,89.4,24.3,96.8,1
35.2,66.7,65.8,84.0,16.1,43.9,76.8,56.9,1
96.9,95.1,69.9,33.8,43.2,56.0,44.1,55.4,1
62.2,56.4,55.4,92.8,82.8,41.6,63.4,88.4,1
94.2,91.3,18.9,42.0,69.6,90.4,14.4,74.2,1
46.1,90.3,45.6,16.2,97.9,6.9,99.1,7.5,0
50.9,54.8,31.4,18.2,24.8,37.2,21.8,98.2,0
18.7,98.1,67.8,65.2,30.4,78.7,62.7,10.4,1
5.6,39.3,70.3,19.3,66.9,89.7,40.1,20.7,1
61.0,51.9,3.0,83.0,12.4,6.3,38.1,84.4,1
4.6,4.0,7.7,70.6,99.5,81.7,28.7,31.7,1
78.1,4.8,93.0,66.3,0.8,98.6,63.1,98.2,1
38.1,77.9,79.9,15.3,41.9,27.3,84.3,43.4,0
45.3,21.8,72.7,61.7,31.3,48.5,66.2,41.2,1
26.8,97.3,9.8,64.6,91.8,26.2,50.5,48.2,1
26.0,4.4,11.4,70.9,34.3,1.1,5.3,39.3,1
54.4,19.3,99.8,67.5,4.0,98.9,64.0,75.3,1
75.5,86.1,82.8,83.8,67.9,36.6,65.5,91.9,1
32.7,71.0,56.2,4.2,41.1,94.2,94.1,62.2,0
10.0,68.9,68.2,96.5,43.7,96.1,97.9,31.0,1
80.1,73.2,63.5,17.8,30.9,48.6,62.5,57.6,0
8.1,24.2,16.8,26.6,30.2,59.5,45.5,86.3,0
70.2,6.6,8.0,65.0,24.2,11.7,18.3,97.8,1
17.7,80.3,82.8,2.2,62.7,49.3,89.0,94.5,0
70.3,9.3,84.6,74.6,48.8,75.0,84.6,68.9,0
80.1,82.2,1.7,39.2,69.6,7.8,82.9,57.5,0
85.0,98.1,85.5,71.8,95.2,22.9,98.7,37.5,0
42.0,75.1,12.1,96.0,50.7,28.8,44.7,80.1,1
38.7,79.8,22.8,96.2,83.1,36.7,60.6,45.9,1
26.9,72.2,95.5,13.5,81.1,41.2,22.0,79.4,0
64.7,6.9,42.3,39.8,81.1,49.6,2.0,76.8,1
62.9,63.8,41.4,22.3,82.7,75.2,42.7,76.0,1
65.0,97.5,23.0,47.2,51.5,15.0,16.1,6.2,1
27.8,37.1,33.2,73.7,57.1,51.2,40.2,58.3,1
9.6,35.5,21.9,53.1,29.5,58.1,88.0,71.6,0
41.3,8.9,89.3,65.2,17.4,46.7,51.7,32.6,1
15.2,59.2,82.5,19.9,31.8,89.0,88.3,40.7,0
14.0,57.5,44.9,15.5,80.6,4.4,88.1,41.9,0
1.3,95.3,78.1,92.2,37.0,83.0,64.0,76.4,1
15.2,38.2,59.1,7.0,34.1,94.4,19.1,27.3,1
40.9,29.3,56.3,18.7,32.4,46.9,54.9,4.1,1
67.5,48.2,67.1,23.0,90.4,47.0,87.8,18.7,0
39.8,21.3,94.1,84.0,46.1,0.6,84.2,58.1,0
60.9,52.5,82.5,79.7,96.3,14.0,91.0,48.9,0
72.4,42.3,14.2,55.4,39.8,77.8,33.4,92.7,1
35.3,6.2,7.7,56.7,99.3,4.3,79.8,50.9,0
67.5,49.0,1.7,56.7,63.1,61.6,95.5,29.9,1
58.6,74.3,38.6,23.0,47.1,50.2,97.5,45.9,0
68.2,34.4,14.0,99.3,96.7,20.7,45.8,16.6,1
78.8,65.9,6.3,71.2,68.7,57.1,3.3,22.7,1
7.5,25.7,34.9,68.6,1.0,37.8,8.7,83.0,1
58.8,81.4,77.4,82.6,85.1,99.9,72.9,80.7,1
41.7,62.3,94.5,76.2,57.5,61.2,5.9,60.0,1
3.9,26.2,69.2,18.7,21.8,36.7,11.4,36.1,0
19.4,18.9,50.5,81.9,70.5,32.3,87.3,20.8,0
8.2,17.6,0.4,39.6,94.8,21.4,71.9,86.2,0
53.6,85.7,21.8,47.5,77.5,11.0,56.2,20.2,1
64.5,67.7,68.5,1.2,66.4,41.2,98.6,84.8,0
86.9,42.7,48.3,83.3,87.1,12.0,62.2,69.0,1
86.8,13.5,83.9,65.3,93.0,96.3,9.9,69.3,1
52.7,7.7,56.9,63.1,62.9,91.1,72.1,48.7,1
34.4,72.9,20.2,68.4,86.0,30.7,79.4,70.5,1
83.8,72.4,98.9,76.8,71.8,69.6,86.1,70.4,1
41.1,34.1,63.2,25.9,50.9,13.7,10.7,15.9,0
16.3,80.9,18.3,57.5,44.5,82.4,32.7,65.6,1
13.3,31.4,10.3,35.0,3.9,7.3,49.9,85.3,0
7.3,68.4,48.1,98.6,37.0,77.4,23.6,45.8,1
48.2,46.7,87.5,61.5,79.8,68.0,0.5,96.3,1
52.9,18.9,20.6,64.6,5.4,61.8,43.2,34.5,1
10.0,13.5,54.1,60.5,23.5,89.1,83.9,55.6,1
17.7,90.1,48.9,68.3,10.0,23.7,5.5,53.1,1
73.7,92.5,34.0,74.6,28.7,87.9,77.5,99.0,1
72.6,50.0,38.4,96.8,69.7,92.4,51.6,99.0,1
95.2,5.4,19.2,59.9,87.8,77.1,11.9,44.1,1
49.8,30.0,17.0,61.3,15.4,11.6,81.1,61.7,0
10.2,18.1,51.8,77.6,76.8,29.4,7.5,4.0,1
64.6,78.1,24.0,23.9,92.5,85.2,45.5,14.2,1
54.8,7.7,88.0,60.6,92.6,49.2,36.8,23.2,1
90.6,91.0,60.9,78.0,71.5,39.4,84.4,37.0,1
51.5,80.0,74.5,75.9,71.1,62.6,66.2,51.0,1
87.8,16.4,67.2,3.6,43.0,40.7,80.0,98.8,0
15.5,53.2,29.2,42.8,61.3,40.0,90.5,43.5,0
42.2,11.5,9.2,70.2,71.8,23.4,9.3,30.9,1
18.5,32.6,24.5,46.1,93.8,2.2,63.7,86.1,0
98.2,0.7,69.8,88.8,55.8,82.3,47.6,59.2,1
36.2,94.7,75.4,92.8,29.4,62.3,82.4,68.8,1
50.6,51.3,45.7,37.3,86.8,67.0,36.0,9.6,1
33.5,25.1,20.6,1.7,47.8,16.5,42.5,6.8,0
71.6,46.2,24.1,46.6,62.1,62.1,52.6,56.8,1
61.9,24.6,37.8,55.5,80.1,59.1,67.5,82.3,0
8.7,50.9,10.7,37.6,22.0,48.7,48.5,84.7,1
73.3,67.6,64.6,60.8,62.6,79.2,41.0,86.4,1
44.1,26.4,63.4,0.5,36.5,93.3,26.7,91.3,0
85.9,11.9,90.2,94.9,15.9,91.1,47.6,67.3,1
37.9,4.0,74.2,12.8,56.0,68.9,10.8,58.7,0
40.2,2.6,96.2,60.0,19.2,56.9,11.2,80.8,1
49.6,11.3,41.3,96.5,24.1,1.3,67.2,9.5,1
76.9,80.4,30.8,57.6,2.6,48.7,5.8,40.3,1
14.5,49.6,8.2,58.3,17.6,74.8,3.3,82.5,1
49.5,64.4,24.9,91.9,26.9,43.8,45.3,96.1,1
21.2,94.2,47.7,83.7,47.5,41.0,71.9,94.9,1
67.8,45.3,69.3,62.4,29.0,62.8,64.2,30.9,1
41.4,92.2,83.2,65.3,34.1,79.4,98.1,6.8,1
46.6,22.3,17.0,57.2,58.6,1.2,21.9,95.4,0
84.9,96.1,10.1,27.1,86.5,6.9,41.6,44.7,1
87.7,51.3,35.5,75.1,33.1,40.4,7.9,97.0,1
95.5,55.9,1.5,74.1,1.5,44.3,68.5,84.7,1
16.1,21.6,70.8,16.8,44.3,31.3,64.8,64.9,0
21.2,45.4,31.1,4.0,65.6,63.6,4.6,81.9,1
52.2,18.3,21.5,53.1,53.9,81.7,99.9,5.7,1
36.1,76.3,23.9,17.9,81.2,3.7,26.4,46.3,0
70.2,80.5,13.5,39.9,89.6,80.8,27.0,77.0,1
67.8,66.2,58.2,16.2,23.4,78.5,99.5,39.0,0
28.7,7.3,3.5,57.0,67.2,92.4,97.6,17.5,1
46.3,94.3,96.4,58.6,55.2,24.2,33.4,13.6,1
36.0,5.0,67.0,64.0,37.4,33.7,8.0,14.0,1
5.8,56.7,2.7,66.9,94.9,29.6,23.0,38.9,1
41.3,35.0,47.1,49.5,32.2,98.0,70.6,81.8,1
82.3,49.7,53.3,29.7,30.9,97.6,53.9,82.2,1
86.1,36.3,39.4,33.0,79.4,95.2,18.9,75.6,1
65.3,88.5,31.5,90.4,51.5,47.1,96.6,11.5,1
56.3,48.6,56.9,36.1,37.7,0.8,32.2,89.8,0
13.3,57.5,16.2,12.1,87.9,29.7,12.3,27.3,1
3.0,96.1,90.3,68.1,0.5,50.2,64.3,86.2,0
70.0,99.4,39.8,27.1,53.7,74.4,32.3,58.3,1
26.4,53.8,19.9,1.2,81.4,91.4,88.8,56.4,0
55.3,12.3,27.4,67.8,27.9,25.0,55.1,12.9,1
90.9,51.1,39.9,36.8,54.4,34.0,89.7,91.0,0
82.2,50.7,32.3,50.0,94.8,83.3,61.9,10.4,1
1.3,35.3,29.8,81.4,33.2,34.3,82.2,71.8,0
17.1,68.8,90.0,44.6,7.1,26.4,80.3,90.5,0
73.3,33.3,87.9,95.3,95.8,99.9,88.4,72.1,1
68.1,33.2,70.4,47.4,40.1,1.4,61.1,84.2,0
75.3,57.2,23.9,40.4,28.2,14.2,43.5,51.2,1
50.2,84.2,57.3,24.7,62.8,85.0,43.2,27.5,1
19.0,40.6,20.0,38.3,31.2,79.2,96.0,77.8,0
24.4,49.5,34.5,84.7,40.7,44.2,84.7,11.6,1
75.7,30.0,39.8,76.7,70.9,7.8,71.3,63.7,0
78.8,68.8,41.9,8.7,16.7,17.0,28.8,7.7,1
88.9,12.6,89.4,41.7,18.1,60.2,23.4,83.3,1
69.2,95.7,24.6,69.5,70.4,29.4,58.9,50.3,1
80.6,2.6,98.1,35.5,45.8,21.5,65.6,9.0,0
83.6,85.3,97.5,87.1,14.4,68.2,88.1,55.7,1
34.8,99.3,57.3,72.6,37.5,97.1,59.8,1.6,1
22.1,41.7,70.2,51.3,33.5,4.3,23.0,90.2,0
31.0,35.1,34.9,79.3,96.9,4.0,1.9,25.7,1
49.1,3.6,54.0,37.7,48.9,70.3,30.6,99.2,0
66.4,38.7,44.8,54.2,23.8,8.4,71.4,14.3,1
63.5,81.4,15.9,52.0,66.8,24.1,69.2,32.0,1
67.2,36.5,35.5,87.7,37.0,63.2,6.8,44.3,1
90.3,29.2,43.1,96.1,88.3,84.5,65.5,55.9,1
29.5,16.3,93.5,35.2,24.4,95.3,62.4,17.7,1
50.6,52.4,7.0,29.2,49.0,60.0,21.3,79.8,1
83.7,69.6,73.3,74.1,36.2,88.3,9.3,8.8,1
10.7,25.1,89.8,63.3,42.7,65.7,56.6,54.2,0
95.5,94.0,26.7,20.4,46.9,49.5,13.9,38.3,1
52.4,65.8,21.4,1.9,93.4,22.9,42.8,79.0,0
84.8,48.6,94.9,86.7,67.5,2.2,37.2,97.3,0
81.5,82.8,84.1,94.0,11.6,30.2,39.3,18.2,1
63.6,19.4,25.9,4.1,81.3,6.4,69.8,82.3,0
26.4,47.8,71.8,89.6,57.3,45.1,21.6,59.8,1
49.6,87.5,71.9,22.7,9.1,78.3,55.8,67.5,1
18.0,5.2,10.7,8.1,42.8,25.2,88.5,10.7,0
98.9,94.1,34.0,85.9,59.7,97.8,35.3,48.2,1
97.6,25.7,89.8,45.7,55.3,20.1,96.8,61.5,0
49.5,31.5,53.9,2.5,21.6,57.2,50.8,36.8,0
83.6,35.3,67.6,19.4,49.7,22.6,5.7,22.7,1
90.9,43.9,44.5,74.4,52.8,98.7,8.2,32.4,1
7.2,83.8,95.4,73.6,1.7,76.0,7.5,80.9,1
64.0,83.8,42.3,53.4,21.5,3.5,7.8,80.1,1
78.7,76.9,17.5,2.9,53.0,95.7,85.2,33.6,1
51.7,33.3,75.5,27.3,6.2,30.8,94.2,78.7,0
5.7,58.9,50.7,11.9,46.2,70.9,30.7,36.1,1
5.2,92.7,27.9,19.9,43.4,20.9,49.4,87.6,0
64.2,82.8,20.1,43.8,58.8,60.4,12.4,88.5,1
75.9,7.3,36.8,98.2,85.8,35.3,76.6,43.4,1
1.1,56.8,56.7,35.0,22.4,22.6,72.9,67.3,0
92.9,0.8,59.9,81.1,3.0,2.7,42.8,17.8,1
53.4,81.3,31.2,72.0,99.0,60.0,43.6,41.4,1
20.6,50.7,72.5,78.4,38.3,11.9,64.2,33.6,0
83.9,86.8,30.5,65.9,42.7,30.2,39.6,57.1,1
63.6,80.7,74.1,14.9,68.8,61.0,85.0,80.7,0
48.5,46.6,35.4,18.8,27.1,33.7,86.6,27.2,0
96.0,20.5,31.9,93.3,45.4,86.7,12.4,23.3,1
61.8,71.1,71.3,29.6,93.8,41.5,1.4,4.8,1
84.5,41.6,88.3,99.8,8.8,38.7,44.9,16.0,1
9.6,80.7,25.3,43.8,27.2,71.6,48.3,23.5,1
